KB672413	AALBS	CDS	5	6664	.	-	0	AALB000001-RA	AALB000001-PA	AALB000001	AALBS:000001
KB672446	AALBS	CDS	1002175	1002309	.	-	0	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	1001727	1002093	.	-	0	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	1001453	1001657	.	-	2	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	997799	1001370	.	-	1	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	997556	997720	.	-	2	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	996659	996907	.	-	2	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	994965	995124	.	-	2	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	992580	992766	.	-	1	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	992330	992497	.	-	0	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	992059	992261	.	-	0	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	990428	990452	.	-	1	AALB008862-RA	AALB008862-PA	AALB008862	AALBS:008862
KB672446	AALBS	CDS	1037343	1040213	.	-	0	AALB008864-RA	AALB008864-PA	AALB008864	AALBS:008864
KB672446	AALBS	CDS	1036662	1036763	.	-	0	AALB008864-RA	AALB008864-PA	AALB008864	AALBS:008864
KB672446	AALBS	CDS	1045994	1046042	.	-	0	AALB008866-RA	AALB008866-PA	AALB008866	AALBS:008866
KB672446	AALBS	CDS	1045732	1045916	.	-	2	AALB008866-RA	AALB008866-PA	AALB008866	AALBS:008866
KB672446	AALBS	CDS	1045503	1045673	.	-	0	AALB008866-RA	AALB008866-PA	AALB008866	AALBS:008866
KB672446	AALBS	CDS	1058046	1058840	.	-	0	AALB008867-RA	AALB008867-PA	AALB008867	AALBS:008867
KB672446	AALBS	CDS	1056371	1057981	.	-	0	AALB008867-RA	AALB008867-PA	AALB008867	AALBS:008867
KB672446	AALBS	CDS	1059070	1059319	.	+	0	AALB008868-RA	AALB008868-PA	AALB008868	AALBS:008868
KB672446	AALBS	CDS	1059388	1061183	.	+	2	AALB008868-RA	AALB008868-PA	AALB008868	AALBS:008868
KB672446	AALBS	CDS	1069199	1069201	.	-	0	AALB008869-RA	AALB008869-PA	AALB008869	AALBS:008869
KB672446	AALBS	CDS	1065649	1067748	.	-	0	AALB008869-RA	AALB008869-PA	AALB008869	AALBS:008869
KB672446	AALBS	CDS	1065427	1065563	.	-	0	AALB008869-RA	AALB008869-PA	AALB008869	AALBS:008869
KB672446	AALBS	CDS	1065086	1065247	.	-	1	AALB008869-RA	AALB008869-PA	AALB008869	AALBS:008869
KB672446	AALBS	CDS	1064448	1065008	.	-	1	AALB008869-RA	AALB008869-PA	AALB008869	AALBS:008869
KB672446	AALBS	CDS	1064200	1064371	.	-	1	AALB008869-RA	AALB008869-PA	AALB008869	AALBS:008869
KB672446	AALBS	CDS	1063801	1064124	.	-	0	AALB008869-RA	AALB008869-PA	AALB008869	AALBS:008869
KB672446	AALBS	CDS	1150155	1150217	.	-	0	AALB008871-RA	AALB008871-PA	AALB008871	AALBS:008871
KB672446	AALBS	CDS	1147567	1150071	.	-	0	AALB008871-RA	AALB008871-PA	AALB008871	AALBS:008871
KB672446	AALBS	CDS	1147372	1147501	.	-	0	AALB008871-RA	AALB008871-PA	AALB008871	AALBS:008871
KB672446	AALBS	CDS	1145420	1147303	.	-	2	AALB008871-RA	AALB008871-PA	AALB008871	AALBS:008871
KB672446	AALBS	CDS	1145136	1145350	.	-	2	AALB008871-RA	AALB008871-PA	AALB008871	AALBS:008871
KB672446	AALBS	CDS	1143117	1145036	.	-	0	AALB008871-RA	AALB008871-PA	AALB008871	AALBS:008871
KB672446	AALBS	CDS	1159336	1159384	.	-	0	AALB008873-RA	AALB008873-PA	AALB008873	AALBS:008873
KB672446	AALBS	CDS	1158301	1158513	.	-	2	AALB008873-RA	AALB008873-PA	AALB008873	AALBS:008873
KB672446	AALBS	CDS	1157723	1158231	.	-	2	AALB008873-RA	AALB008873-PA	AALB008873	AALBS:008873
KB672446	AALBS	CDS	1157482	1157643	.	-	0	AALB008873-RA	AALB008873-PA	AALB008873	AALBS:008873
KB672446	AALBS	CDS	1169763	1170064	.	+	0	AALB008874-RA	AALB008874-PA	AALB008874	AALBS:008874
KB672446	AALBS	CDS	1170148	1172116	.	+	1	AALB008874-RA	AALB008874-PA	AALB008874	AALBS:008874
KB672446	AALBS	CDS	1266659	1267754	.	-	0	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1266198	1266542	.	-	2	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1264008	1265007	.	-	2	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1263310	1263936	.	-	1	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1263049	1263226	.	-	1	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1262758	1262940	.	-	0	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1262115	1262674	.	-	0	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1261708	1262025	.	-	1	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1261076	1261619	.	-	1	AALB008878-RA	AALB008878-PA	AALB008878	AALBS:008878
KB672446	AALBS	CDS	1332266	1335535	.	+	0	AALB008879-RA	AALB008879-PA	AALB008879	AALBS:008879
KB672446	AALBS	CDS	1342547	1342594	.	-	0	AALB008880-RA	AALB008880-PA	AALB008880	AALBS:008880
KB672446	AALBS	CDS	1339202	1340529	.	-	0	AALB008880-RA	AALB008880-PA	AALB008880	AALBS:008880
KB672446	AALBS	CDS	1338934	1339132	.	-	1	AALB008880-RA	AALB008880-PA	AALB008880	AALBS:008880
KB672446	AALBS	CDS	1338552	1338849	.	-	0	AALB008880-RA	AALB008880-PA	AALB008880	AALBS:008880
KB672446	AALBS	CDS	1337992	1338135	.	-	2	AALB008880-RA	AALB008880-PA	AALB008880	AALBS:008880
KB672446	AALBS	CDS	1337453	1337916	.	-	2	AALB008880-RA	AALB008880-PA	AALB008880	AALBS:008880
KB672446	AALBS	CDS	1344462	1344488	.	+	0	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1344576	1345734	.	+	0	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1347396	1347544	.	+	2	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1348591	1348852	.	+	0	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1348935	1349111	.	+	2	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1349193	1349960	.	+	2	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1350026	1350806	.	+	2	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1350897	1351220	.	+	1	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1351302	1351355	.	+	1	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1352830	1352906	.	+	1	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1353761	1353957	.	+	2	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1354736	1356405	.	+	0	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1356500	1356719	.	+	1	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1356790	1357018	.	+	0	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1357107	1358116	.	+	2	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1358417	1358425	.	+	0	AALB008881-RA	AALB008881-PA	AALB008881	AALBS:008881
KB672446	AALBS	CDS	1375892	1375934	.	-	0	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1375597	1375655	.	-	2	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1375463	1375492	.	-	0	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1374124	1374183	.	-	0	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1368326	1372134	.	-	0	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1367764	1368250	.	-	1	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1364784	1367693	.	-	0	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1363637	1364695	.	-	0	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1363367	1363582	.	-	0	AALB008883-RA	AALB008883-PA	AALB008883	AALBS:008883
KB672446	AALBS	CDS	1383251	1383478	.	-	0	AALB008885-RA	AALB008885-PA	AALB008885	AALBS:008885
KB672446	AALBS	CDS	1381744	1381904	.	-	0	AALB008885-RA	AALB008885-PA	AALB008885	AALBS:008885
KB672446	AALBS	CDS	1381537	1381628	.	-	1	AALB008885-RA	AALB008885-PA	AALB008885	AALBS:008885
KB672446	AALBS	CDS	1381247	1381446	.	-	2	AALB008885-RA	AALB008885-PA	AALB008885	AALBS:008885
KB672446	AALBS	CDS	1380954	1381140	.	-	0	AALB008885-RA	AALB008885-PA	AALB008885	AALBS:008885
KB672446	AALBS	CDS	1380335	1380878	.	-	2	AALB008885-RA	AALB008885-PA	AALB008885	AALBS:008885
KB672446	AALBS	CDS	1379805	1380261	.	-	1	AALB008885-RA	AALB008885-PA	AALB008885	AALBS:008885
KB672446	AALBS	CDS	1507926	1508137	.	+	0	AALB008888-RA	AALB008888-PA	AALB008888	AALBS:008888
KB672446	AALBS	CDS	1511011	1511177	.	+	1	AALB008888-RA	AALB008888-PA	AALB008888	AALBS:008888
KB672446	AALBS	CDS	1511611	1511735	.	+	2	AALB008888-RA	AALB008888-PA	AALB008888	AALBS:008888
KB672446	AALBS	CDS	1511832	1512127	.	+	0	AALB008888-RA	AALB008888-PA	AALB008888	AALBS:008888
KB672446	AALBS	CDS	1512242	1513442	.	+	1	AALB008888-RA	AALB008888-PA	AALB008888	AALBS:008888
KB672446	AALBS	CDS	1513543	1513902	.	+	0	AALB008888-RA	AALB008888-PA	AALB008888	AALBS:008888
KB672446	AALBS	CDS	1608334	1608530	.	-	0	AALB008891-RA	AALB008891-PA	AALB008891	AALBS:008891
KB672446	AALBS	CDS	1607504	1608265	.	-	1	AALB008891-RA	AALB008891-PA	AALB008891	AALBS:008891
KB672446	AALBS	CDS	1607279	1607433	.	-	1	AALB008891-RA	AALB008891-PA	AALB008891	AALBS:008891
KB672446	AALBS	CDS	1606140	1607200	.	-	2	AALB008891-RA	AALB008891-PA	AALB008891	AALBS:008891
KB672446	AALBS	CDS	1605844	1606065	.	-	0	AALB008891-RA	AALB008891-PA	AALB008891	AALBS:008891
KB672446	AALBS	CDS	1605038	1605766	.	-	0	AALB008891-RA	AALB008891-PA	AALB008891	AALBS:008891
KB672446	AALBS	CDS	1627133	1627243	.	-	0	AALB008893-RA	AALB008893-PA	AALB008893	AALBS:008893
KB672446	AALBS	CDS	1625851	1627044	.	-	0	AALB008893-RA	AALB008893-PA	AALB008893	AALBS:008893
KB672446	AALBS	CDS	1624621	1625728	.	-	0	AALB008893-RA	AALB008893-PA	AALB008893	AALBS:008893
KB672446	AALBS	CDS	1624330	1624488	.	-	2	AALB008893-RA	AALB008893-PA	AALB008893	AALBS:008893
KB672446	AALBS	CDS	1623217	1623336	.	-	2	AALB008893-RA	AALB008893-PA	AALB008893	AALBS:008893
KB672446	AALBS	CDS	1622910	1623040	.	-	2	AALB008893-RA	AALB008893-PA	AALB008893	AALBS:008893
KB672446	AALBS	CDS	1633574	1634944	.	+	0	AALB008895-RA	AALB008895-PA	AALB008895	AALBS:008895
KB672446	AALBS	CDS	1644609	1644695	.	-	0	AALB008897-RA	AALB008897-PA	AALB008897	AALBS:008897
KB672446	AALBS	CDS	1642968	1643055	.	-	0	AALB008897-RA	AALB008897-PA	AALB008897	AALBS:008897
KB672446	AALBS	CDS	1642484	1642893	.	-	2	AALB008897-RA	AALB008897-PA	AALB008897	AALBS:008897
KB672446	AALBS	CDS	1659031	1659130	.	-	0	AALB008899-RA	AALB008899-PA	AALB008899	AALBS:008899
KB672446	AALBS	CDS	1657957	1658959	.	-	2	AALB008899-RA	AALB008899-PA	AALB008899	AALBS:008899
KB672446	AALBS	CDS	1657785	1657878	.	-	1	AALB008899-RA	AALB008899-PA	AALB008899	AALBS:008899
KB672446	AALBS	CDS	1655311	1655529	.	-	0	AALB008899-RA	AALB008899-PA	AALB008899	AALBS:008899
KB672446	AALBS	CDS	1688855	1688945	.	-	0	AALB008900-RA	AALB008900-PA	AALB008900	AALBS:008900
KB672446	AALBS	CDS	1688491	1688766	.	-	2	AALB008900-RA	AALB008900-PA	AALB008900	AALBS:008900
KB672446	AALBS	CDS	1687892	1688412	.	-	2	AALB008900-RA	AALB008900-PA	AALB008900	AALBS:008900
KB672446	AALBS	CDS	1686657	1687825	.	-	0	AALB008900-RA	AALB008900-PA	AALB008900	AALBS:008900
KB672446	AALBS	CDS	1686363	1686561	.	-	1	AALB008900-RA	AALB008900-PA	AALB008900	AALBS:008900
KB672446	AALBS	CDS	1685892	1686293	.	-	0	AALB008900-RA	AALB008900-PA	AALB008900	AALBS:008900
KB672446	AALBS	CDS	1695855	1695989	.	+	0	AALB008901-RA	AALB008901-PA	AALB008901	AALBS:008901
KB672446	AALBS	CDS	1696061	1696312	.	+	0	AALB008901-RA	AALB008901-PA	AALB008901	AALBS:008901
KB672446	AALBS	CDS	1696519	1696790	.	+	0	AALB008901-RA	AALB008901-PA	AALB008901	AALBS:008901
KB672446	AALBS	CDS	1696856	1697642	.	+	1	AALB008901-RA	AALB008901-PA	AALB008901	AALBS:008901
KB672446	AALBS	CDS	1708054	1709469	.	-	0	AALB008903-RA	AALB008903-PA	AALB008903	AALBS:008903
KB672446	AALBS	CDS	1705566	1705618	.	-	0	AALB008903-RA	AALB008903-PA	AALB008903	AALBS:008903
KB672446	AALBS	CDS	1704423	1704619	.	-	1	AALB008903-RA	AALB008903-PA	AALB008903	AALBS:008903
KB672446	AALBS	CDS	1703956	1704325	.	-	2	AALB008903-RA	AALB008903-PA	AALB008903	AALBS:008903
KB672446	AALBS	CDS	1703647	1703883	.	-	1	AALB008903-RA	AALB008903-PA	AALB008903	AALBS:008903
KB672446	AALBS	CDS	1702469	1702517	.	-	1	AALB008903-RA	AALB008903-PA	AALB008903	AALBS:008903
KB672446	AALBS	CDS	1715989	1717517	.	+	0	AALB008904-RA	AALB008904-PA	AALB008904	AALBS:008904
KB672446	AALBS	CDS	1718869	1718932	.	+	1	AALB008904-RA	AALB008904-PA	AALB008904	AALBS:008904
KB672446	AALBS	CDS	1722786	1722836	.	+	0	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1722911	1723108	.	+	0	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1723184	1723348	.	+	0	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1723418	1723696	.	+	0	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1724614	1724886	.	+	0	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1724954	1725276	.	+	0	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1725352	1727254	.	+	1	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1727323	1729236	.	+	0	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1729509	1729517	.	+	0	AALB008905-RA	AALB008905-PA	AALB008905	AALBS:008905
KB672446	AALBS	CDS	1729592	1731832	.	-	0	AALB008906-RA	AALB008906-PA	AALB008906	AALBS:008906
KB672446	AALBS	CDS	1736655	1736702	.	+	0	AALB008907-RA	AALB008907-PA	AALB008907	AALBS:008907
KB672446	AALBS	CDS	1738544	1738693	.	+	0	AALB008907-RA	AALB008907-PA	AALB008907	AALBS:008907
KB672446	AALBS	CDS	1738790	1738951	.	+	0	AALB008907-RA	AALB008907-PA	AALB008907	AALBS:008907
KB672446	AALBS	CDS	1763883	1763887	.	+	0	AALB008913-RA	AALB008913-PA	AALB008913	AALBS:008913
KB672446	AALBS	CDS	1764445	1764705	.	+	1	AALB008913-RA	AALB008913-PA	AALB008913	AALBS:008913
KB672446	AALBS	CDS	1764780	1766288	.	+	1	AALB008913-RA	AALB008913-PA	AALB008913	AALBS:008913
KB672446	AALBS	CDS	1766377	1766549	.	+	1	AALB008913-RA	AALB008913-PA	AALB008913	AALBS:008913
KB672446	AALBS	CDS	1766618	1766925	.	+	2	AALB008913-RA	AALB008913-PA	AALB008913	AALBS:008913
KB672446	AALBS	CDS	1767268	1767362	.	+	0	AALB008913-RA	AALB008913-PA	AALB008913	AALBS:008913
KB672446	AALBS	CDS	1767441	1767603	.	+	1	AALB008913-RA	AALB008913-PA	AALB008913	AALBS:008913
KB672446	AALBS	CDS	1770161	1770496	.	-	0	AALB008914-RA	AALB008914-PA	AALB008914	AALBS:008914
KB672446	AALBS	CDS	1769506	1770066	.	-	0	AALB008914-RA	AALB008914-PA	AALB008914	AALBS:008914
KB672446	AALBS	CDS	1785634	1785725	.	+	0	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1785797	1785902	.	+	1	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1786407	1786832	.	+	0	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1786942	1787151	.	+	0	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1787226	1787412	.	+	0	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1787525	1787822	.	+	2	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1788274	1788681	.	+	1	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1788782	1788930	.	+	1	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1789091	1789432	.	+	2	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1789494	1789711	.	+	2	AALB008915-RA	AALB008915-PA	AALB008915	AALBS:008915
KB672446	AALBS	CDS	1861308	1862720	.	-	0	AALB008916-RA	AALB008916-PA	AALB008916	AALBS:008916
KB672446	AALBS	CDS	1857849	1860656	.	-	0	AALB008916-RA	AALB008916-PA	AALB008916	AALBS:008916
KB672446	AALBS	CDS	1901238	1902451	.	-	0	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1900992	1901166	.	-	1	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1900844	1900919	.	-	0	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1900589	1900772	.	-	2	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1900258	1900403	.	-	1	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1900030	1900162	.	-	2	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1899037	1899879	.	-	1	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1898561	1898744	.	-	1	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1897723	1898469	.	-	0	AALB008917-RA	AALB008917-PA	AALB008917	AALBS:008917
KB672446	AALBS	CDS	1902677	1902854	.	+	0	AALB008918-RA	AALB008918-PA	AALB008918	AALBS:008918
KB672446	AALBS	CDS	1902918	1903990	.	+	2	AALB008918-RA	AALB008918-PA	AALB008918	AALBS:008918
KB672446	AALBS	CDS	1904644	1904978	.	+	0	AALB008918-RA	AALB008918-PA	AALB008918	AALBS:008918
KB672446	AALBS	CDS	1905056	1905638	.	+	1	AALB008918-RA	AALB008918-PA	AALB008918	AALBS:008918
KB672446	AALBS	CDS	1906803	1907104	.	+	0	AALB008919-RA	AALB008919-PA	AALB008919	AALBS:008919
KB672446	AALBS	CDS	1907182	1907330	.	+	1	AALB008919-RA	AALB008919-PA	AALB008919	AALBS:008919
KB672446	AALBS	CDS	1907405	1908222	.	+	2	AALB008919-RA	AALB008919-PA	AALB008919	AALBS:008919
KB672446	AALBS	CDS	1914836	1914880	.	+	0	AALB008922-RA	AALB008922-PA	AALB008922	AALBS:008922
KB672446	AALBS	CDS	1914992	1915528	.	+	0	AALB008922-RA	AALB008922-PA	AALB008922	AALBS:008922
KB672446	AALBS	CDS	1921879	1924890	.	+	0	AALB008924-RA	AALB008924-PA	AALB008924	AALBS:008924
KB672446	AALBS	CDS	1929761	1929836	.	-	0	AALB008925-RA	AALB008925-PA	AALB008925	AALBS:008925
KB672446	AALBS	CDS	1927838	1929116	.	-	2	AALB008925-RA	AALB008925-PA	AALB008925	AALBS:008925
KB672446	AALBS	CDS	1927364	1927760	.	-	1	AALB008925-RA	AALB008925-PA	AALB008925	AALBS:008925
KB672446	AALBS	CDS	1927188	1927280	.	-	0	AALB008925-RA	AALB008925-PA	AALB008925	AALBS:008925
KB672446	AALBS	CDS	1932684	1932922	.	-	0	AALB008927-RA	AALB008927-PA	AALB008927	AALBS:008927
KB672446	AALBS	CDS	1932454	1932611	.	-	1	AALB008927-RA	AALB008927-PA	AALB008927	AALBS:008927
KB672446	AALBS	CDS	1932183	1932374	.	-	2	AALB008927-RA	AALB008927-PA	AALB008927	AALBS:008927
KB672446	AALBS	CDS	1931616	1932112	.	-	2	AALB008927-RA	AALB008927-PA	AALB008927	AALBS:008927
KB672446	AALBS	CDS	1933487	1933755	.	+	0	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1933822	1934649	.	+	1	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1934728	1935800	.	+	1	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1935873	1936388	.	+	2	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1936922	1937474	.	+	2	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1937644	1937788	.	+	1	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1937857	1939450	.	+	0	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1939539	1940133	.	+	2	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1940197	1940506	.	+	1	AALB008928-RA	AALB008928-PA	AALB008928	AALBS:008928
KB672446	AALBS	CDS	1948330	1948342	.	-	0	AALB008929-RA	AALB008929-PA	AALB008929	AALBS:008929
KB672446	AALBS	CDS	1947425	1947574	.	-	2	AALB008929-RA	AALB008929-PA	AALB008929	AALBS:008929
KB672446	AALBS	CDS	1947188	1947326	.	-	2	AALB008929-RA	AALB008929-PA	AALB008929	AALBS:008929
KB672446	AALBS	CDS	1947024	1947082	.	-	1	AALB008929-RA	AALB008929-PA	AALB008929	AALBS:008929
KB672446	AALBS	CDS	1946309	1946904	.	-	2	AALB008929-RA	AALB008929-PA	AALB008929	AALBS:008929
KB672446	AALBS	CDS	1946018	1946214	.	-	0	AALB008929-RA	AALB008929-PA	AALB008929	AALBS:008929
KB672446	AALBS	CDS	1945539	1945812	.	-	1	AALB008929-RA	AALB008929-PA	AALB008929	AALBS:008929
KB672446	AALBS	CDS	1944750	1944818	.	-	0	AALB008929-RA	AALB008929-PA	AALB008929	AALBS:008929
KB672446	AALBS	CDS	1971891	1971926	.	-	0	AALB008931-RA	AALB008931-PA	AALB008931	AALBS:008931
KB672446	AALBS	CDS	1971673	1971800	.	-	0	AALB008931-RA	AALB008931-PA	AALB008931	AALBS:008931
KB672446	AALBS	CDS	1970545	1971172	.	-	1	AALB008931-RA	AALB008931-PA	AALB008931	AALBS:008931
KB672446	AALBS	CDS	1969870	1970475	.	-	0	AALB008931-RA	AALB008931-PA	AALB008931	AALBS:008931
KB672446	AALBS	CDS	1975405	1976335	.	+	0	AALB008932-RA	AALB008932-PA	AALB008932	AALBS:008932
KB672446	AALBS	CDS	1976403	1976494	.	+	2	AALB008932-RA	AALB008932-PA	AALB008932	AALBS:008932
KB672446	AALBS	CDS	1976578	1976683	.	+	0	AALB008932-RA	AALB008932-PA	AALB008932	AALBS:008932
KB672446	AALBS	CDS	1976754	1976854	.	+	2	AALB008932-RA	AALB008932-PA	AALB008932	AALBS:008932
KB672446	AALBS	CDS	1983876	1984126	.	-	0	AALB008934-RA	AALB008934-PA	AALB008934	AALBS:008934
KB672446	AALBS	CDS	1983680	1983803	.	-	1	AALB008934-RA	AALB008934-PA	AALB008934	AALBS:008934
KB672446	AALBS	CDS	1982914	1983607	.	-	0	AALB008934-RA	AALB008934-PA	AALB008934	AALBS:008934
KB672446	AALBS	CDS	1982782	1982844	.	-	2	AALB008934-RA	AALB008934-PA	AALB008934	AALBS:008934
KB672446	AALBS	CDS	1981569	1982712	.	-	2	AALB008934-RA	AALB008934-PA	AALB008934	AALBS:008934
KB672446	AALBS	CDS	1981312	1981507	.	-	1	AALB008934-RA	AALB008934-PA	AALB008934	AALBS:008934
KB672446	AALBS	CDS	1981107	1981225	.	-	0	AALB008934-RA	AALB008934-PA	AALB008934	AALBS:008934
KB672446	AALBS	CDS	1978106	1980554	.	-	1	AALB008934-RA	AALB008934-PA	AALB008934	AALBS:008934
KB672446	AALBS	CDS	1984440	1984595	.	+	0	AALB008935-RA	AALB008935-PA	AALB008935	AALBS:008935
KB672446	AALBS	CDS	1984658	1984959	.	+	0	AALB008935-RA	AALB008935-PA	AALB008935	AALBS:008935
KB672446	AALBS	CDS	1985047	1985133	.	+	1	AALB008935-RA	AALB008935-PA	AALB008935	AALBS:008935
KB672446	AALBS	CDS	1985201	1985492	.	+	1	AALB008935-RA	AALB008935-PA	AALB008935	AALBS:008935
KB672446	AALBS	CDS	1988298	1988348	.	+	0	AALB008937-RA	AALB008937-PA	AALB008937	AALBS:008937
KB672446	AALBS	CDS	1988430	1988578	.	+	0	AALB008937-RA	AALB008937-PA	AALB008937	AALBS:008937
KB672446	AALBS	CDS	1988658	1988770	.	+	1	AALB008937-RA	AALB008937-PA	AALB008937	AALBS:008937
